COD_CHAVE;DESCRITOR;RESUMOS
24119;Recusa do Paciente ao Tratamento;PN0998
24151;Reembasadores de Dentadura;PI0317, PN0199
24158;Referência e Consulta;PN1495, PN1829
24176;Refluxo Gastroesofágico;HA019, PN1730
24189;Refrigerantes;AO0029, PI0110
24201;Regeneração;HA002, AO0028, AO0064, PI0331, PI0492, PI0638, PN0061, PN0890, PN1484, PN1563
24203;Regeneração Nervosa;PN0629
24204;Regeneração Óssea;FC001, AO0162, PI0001, PI0075, PI0324, PI0463, PI0609, PI0629, PI0834, PN0006, PN0287, PN0300, PN0640, PN0886, PN0935, PN1188, PN1245, PN1776, PN1799, PN1844, PN1860
24205;Regeneração Tecidual Guiada;AO0057, PI0480
24206;Regeneração Tecidual Guiada Periodontal;PN1189
24241;Registro da Relação Maxilomandibular;PI0773, PN0709
24253;Registros Odontológicos;PI0311, PI0516, PN0631
24286;Reimplante Dentário;FC005, PI0765, PI0842, PN0016, PN0020, PN0041, PN0634, PN1583
30267;Relações Comunidade-Instituição ;PO022
24308;Relações Dentista-Paciente;PI0092
24319;Relações Mãe-Filho;PI0390
24356;Remineralização Dentária;AO0177, PI0041, PI0152, PN0177, PN0187, PN0394, PN0424, PN0751, PN0991, PN1001, PN1107, PN1310, COL006
24366;Remodelação Óssea;FC012, PN1657
30100;Reparação de Restauração Dentária;PI0120, PI0433
30200;Reparo alveolar;PI0153, PI0305
24386;Reparo do DNA;FC018, PN1430
30020;Reparo ósseo;AO0131, AO0144, AO0155, PI0008, PI0081, PI0462, PI0630, PN0014, PN0314, PN0327, PN0594, PN0627, PN0936, PN0946, PN1183, PN1185, PN1194, PN1538, PN1547
30371;Reprocessamento;PN1588
24466;Reprodutibilidade dos Testes;PI0302, PI0356
24496;Resíduos;PN0093, PN1113
24508;Resíduos Odontológicos;PI0824
30163;Resina Composta;AO0178, AO0187, PI0104, PI0121, PI0259, PI0269, PI0414, PI0431, PI0560, PI0563, PI0569, PI0572, PI0574, PI0714, PI0720, PI0722, PI0758, PI0860, PI0867, PI0872, PN0152, PN0185, PN0421, PN0429, PN0430, PN0437, PN0438, PN0454, PN0467, PN0469, PN0481, PN0483, PN0486, PN0493, PN0495, PN0505, PN0732, PN0733, PN0735, PN0740, PN0760, PN0769, PN0778, PN0781, PN0783, PN0787, PN0797, PN0801, PN0808, PN0813, PN0824, PN1044, PN1045, PN1051, PN1053, PN1057, PN1066, PN1071, PN1074, PN1078, PN1084, PN1094, PN1098, PN1119, PN1126, PN1133, PN1161, PN1543
29961;Resina de baixa contração;PN0505
24516;Resinas;PN0752
24517;Resinas Acrílicas;AO0170, PI0018, PI0168, PI0172, PI0408, PI0410, PI0618, PI0625, PN0196, PN0440, PN0515, PN0617, PN0840, PN0843, PN0858, PN1142, PN1161
24518;Resinas Compostas;AO0171, AO0176, PI0106, PI0107, PI0109, PI0111, PI0120, PI0125, PI0129, PI0130, PI0168, PI0272, PI0279, PI0347, PI0349, PI0415, PI0417, PI0430, PI0433, PI0564, PI0573, PI0578, PI0674, PI0719, PI0727, PI0731, PI0736, PI0760, PI0873, PI0874, PI0876, PI0885, PN0103, PN0106, PN0115, PN0117, PN0123, PN0128, PN0133, PN0137, PN0155, PN0157, PN0159, PN0174, PN0175, PN0192, PN0194, PN0419, PN0422, PN0423, PN0424, PN0426, PN0442, PN0463, PN0485, PN0516, PN0682, PN0683, PN0763, PN0772, PN0853, PN0993, PN1043, PN1058, PN1062, PN1076, PN1079, PN1091, PN1108, PN1121, PN1137, PN1640
29879;Resinas de Silorano ;PI0107, PN0194, PN0419, PN0772, PN1133
30169;Resistência à fadiga ;AO0195, PN0774, PN0856
29973;resistência à fratura;PI0469, PI0561, PI0565, PI0714, PI0789, PI0875, PN0132, PN0137, PN0142, PN0215, PN0515, PN0590, PN0602, PN0774, PN0801, PN1062, PN1104, PN1533, PN1847
24531;Resistência a Medicamentos;PN1300
24538;Resistência à Tração;PI0116, PI0129, PI0265, PI0273, PI0277, PI0430, PI0720, PI0723, PI0735, PI0736, PN0116, PN0130, PN0136, PN0164, PN0171, PN0311, PN0446, PN0464, PN0466, PN0468, PN0479, PN0533, PN0534, PN0609, PN0772, PN0785, PN0866, PN1054, PN1065, PN1135, PN1352, PN1411, PN1653
30365;resistência adesiva;PN1135
24541;Resistência ao Cisalhamento;AO0168, AO0185, PI0567, PI0567, PI0713, PI0760, PN0037, PN0127, PN0413, PN0433, PN0441, PN0461, PN0470, PN0524, PN0682, PN0711, PN0716, PN0767, PN0777, PN0780, PN0788, PN0988, PN0990, PN1057, PN1105, PN1129, PN1136, PN1141, PN1326, PN1375, PN1642, PN1659, PN1672
24546;Resistência de Materiais;PI0409, PI0776, PN0121, PN0139, PN0148, PN0226, PN0231, PN0497, PN0506, PN0529, PN0541, PN0674, PN0734, PN0736, PN0943, PN0986
29892;Resistência de união;HA010, AO0080, AO0186, AO0201, PI0123, PI0261, PI0280, PI0347, PI0412, PI0428, PI0491, PI0558, PI0582, PI0641, PI0724, PI0790, PI0796, PI0888, PN0009, PN0053, PN0120, PN0135, PN0143, PN0155, PN0156, PN0158, PN0176, PN0181, PN0330, PN0357, PN0369, PN0409, PN0414, PN0432, PN0453, PN0475, PN0484, PN0487, PN0492, PN0740, PN0745, PN0749, PN0753, PN0754, PN0756, PN0764, PN0770, PN0771, PN0780, PN0782, PN0788, PN0815, PN0816, PN0819, PN0876, PN0976, PN1055, PN1067, PN1076, PN1088, PN1097, PN1107, PN1109, PN1110, PN1122, PN1127, PN1161, PN1558, PN1577, PN1585, PN1691, PN1708, PN1720
30165;resistência mecânica;AO0159, PI0117, PI0418, PN0761, PN0790, PN1864
24556;Respiração;PN1346
24557;Respiração Artificial;PN1623
24558;Respiração Bucal;PI0604
24568;Responsabilidade Civil;PI0709, PN0671, PN0920
24587;Ressuscitação Cardiopulmonar;PI0291, PI0664
24588;Restauração Dentária Permanente;PI0156, PI0269, PI0279, PI0421, PI0735, PI0876, PN0027, PN0122, PN0174, PN0175, PN0184, PN0438, PN0463, PN0479, PN0483, PN0489, PN0748, PN0762, PN0773, PN0792, PN1065, PN1071
24589;Restauração Dentária Temporária;PN0332, PN0736
24590;Restaurações Intracoronárias;PN0108, PN0808
24595;Resultado de Tratamento;PN0677, PN0722
30319;Resveratrol;PI0382, PN1180, PN1194
24607;Retenção em Prótese Dentária;PI0770, PN0538
30040;Retentor intrarradicular metálico fundido;PI0333, PI0343, PI0738, PI0789, PI0796, PI0888, PN0039, PN0143, PN0229, PN0754, PN0839, PN0849, PN1164, PN1251
30182;retentores;PI0875
24638;Retração do Coágulo;PI0177
24639;Retração Gengival;FC024, PI0684, PN0875, PN1189, PN1203, PN1687, PN1774, PN1775, PN1792
24642;Retratamento;PI0033, PI0039, PI0494, PI0794, PN0048, PN0374, PN1257, PN1293
24649;Retrognatismo;PN0257, PN0626
24666;Revestimento de Dentadura;PN0610
24668;Revestimentos;PN1867
24669;Revisão;AO0010, AO0047, PI0027, PI0124, PI0385, PN0088, PN0280, PN0653, PN0842, PN1176, PN1396, PN1728
24784;Ricinus communis;PI0157, PN0205
24824;Risco;PI0707
24829;Risco Relativo;PN0457
24833;Riscos Ocupacionais;AO0043, PI0146
24908;RNA Ribossômico 16S;PN1582
24936;Ronco;AO0119
30317;Root Canal Therapy;PI0646
24941;Rosa Bengala;PI0657, PN1320
24991;Ruído Ocupacional;PN1827
25030;Sacarose;AO0097
25031;Sacarose na Dieta;AO0090
25043;Saco Dentário;PN0316
25081;Saliva;HA007, HA020, FC010, AO0013, PI0056, PI0144, PI0215, PI0362, PI0427, PI0442, PI0473, PI0515, PI0591, PI0665, PI0746, PN0089, PN0382, PN0401, PN0403, PN0668, PN0678, PN0721, PN0919, PN1310, PN1314, PN1317, PN1392, PN1403, PN1427, PN1512, PN1513, PN1618, PN1665, PN1710, PN1716, PN1719, COL003, COL010, COL015
25082;Saliva Artificial;PI0650, PI0651, PN0850
25083;Salivação;PI0404, PN1416
30029;Sangramento à Sondagem;AO0029
25144;Sangue;AO0059, PI0736, PN0283, PN1844
25235;Satisfação do Paciente;AO0198, AO0210, PI0242, PI0320, PI0474, PI0540, PI0854, PN0225, PN0542, PN0653
25241;Saúde;PI0073, PI0550
25243;Saúde Bucal;AO0040, AO0051, AO0056, PO005, PO006, PO007, PO010, PO011, PO014, PO017, PE014, PE015, PI0085, PI0090, PI0097, PI0099, PI0100, PI0194, PI0236, PI0240, PI0246, PI0252, PI0296, PI0386, PI0387, PI0393, PI0395, PI0401, PI0434, PI0533, PI0539, PI0556, PI0557, PI0589, PI0691, PI0697, PI0701, PI0702, PI0746, PI0751, PI0752, PI0813, PI0821, PI0835, PI0840, PI0841, PI0847, PI0850, PI0853, PI0854, PN0214, PN0723, PN0730, PN0786, PN0877, PN0915, PN0919, PN0923, PN0925, PN0975, PN1022, PN1027, PN1211, PN1213, PN1230, PN1236, PN1237, PN1324, PN1427, PN1489, PN1494, PN1496, PN1498, PN1512, PN1513, PN1514, PN1515, PN1629, PN1668, PN1808, PN1813, PN1814, PN1816, PN1833, COL013
30011;Saúde Bucal Coletiva;AO0050, PO012, PO019, PI0595, PI0624, PI0703, PN0900, PN0923, PN1805
25244;Saúde da Criança;PI0844
25246;Saúde da Família;PO007, PN0655, PN0932, PN1244, PN1505
25247;Saúde da Mulher;PN1434
25252;Saúde do Adolescente;PI0844
25256;Saúde do Idoso;PI0557, PN0892
25259;Saúde do Trabalhador;AO0043, PN1496
25261;Saúde Escolar;PI0098, PI0691, PN1351, PN1506, PN1519
25263;Saúde Indígena;PN1805
25264;Saúde Materno-Infantil;PN1242, PN1810
25265;Saúde Mental;PI0386
25269;Saúde Pública;PI0086, PI0098, PI0223, PI0241, PI0251, PI0396, PI0397, PI0595, PI0611, PI0897, PN0717, PN1240, PN1509, PN1807, PN1828
25274;Saúde Suplementar;PI0858
30361;scaffold;PN1554
25336;Sedação Consciente;PI0435, PI0449, PN0608, PN0998
25364;Segurança;PN1390
25397;Seio Maxilar;FC002, AO0136, PI0371, PI0675, PN0002, PN0241, PN0261, PN0283, PN0581, PN0588, PN1444, PN1451, PN1457, PN1617, PN1694
25401;Seios Paranasais;PI0371, PI0675
25406;Selantes de Fossas e Fissuras;PI0447, PI0733, PN0445, PN1359, PN1656, PN1664, PN1699, PN1709, COL005
25410;Seleção de Pessoal;PE018
25420;Selênio;PN0351, PN1599
25458;Sensibilidade da Dentina;PI0534, PI0869, PI0878, PN0102, PN0168, PN0731, PN1130
30117;Sensibilidade dentinária;PI0407, PI0411, PI0425, PN0167
25459;Sensibilidade e Especificidade;PI0264, PN0577
30292;sensibilidade, peroxido de carbamida, dessensibilizantes;PI0883, PN0110
25551;Serviço Hospitalar de Oncologia;PN0912
25581;Serviços de Integração Docente-Assistencial;PO023
25585;Serviços de Saúde;PI0477, PI0497, PN0406, PN1520
25586;Serviços de Saúde Bucal;PI0540, PI0552, PI0700, PI0858, PN0899, PN1025, PN1233, PN1237, PN1495, PN1504, PN1817
25597;Serviços de Saúde para Adolescentes;PN0150
25599;Serviços de Saúde para Idosos;PI0250
25609;Serviços Médicos de Emergência;PN0916
25653;Sialorréia;AO0120
25663;Sífilis;PN0254
25672;Silanos;PI0120, PI0175, PI0261, PI0433, PI0568, PN0129, PN0143, PN0415, PN0644, PN0976, PN1045, PN1051, PN1325
25677;Silicatos;PN0815
25714;Simulação por Computador;PE004
25723;Sinais e Sintomas;PN0222
25746;Sindecana-1;PN1417
30297;Síndrome da Ardência Bucal;AO0054, PN1449
25769;Síndrome da Disfunção da Articulação Temporomandibular;PI0468, PI0762, PN0068, PN0222, PN0246, PN0528, PN0707, PN0861, PN1142, PN1143, PN1155, PN1160, PN1165, PN1172
25826;Síndrome de Down;PI0688, PI0849, PN1332
387;Síndrome de Imunodeficiência Adquirida;AO0005, AO0107
25917;Síndrome de Sjögren;PN1415, PN1421, PN1431
25930;Síndrome de Waardenburg;PI0672
25947;Síndrome do Cromossomo X Frágil;PN0089
25961;Síndrome do Nevo Basocelular;PI0679
26002;Síndrome X Metabólica;PI0851, PN1220
26003;Síndromes da Apnéia do Sono;PI0155, PI0554, PI0616
26004;Síndromes da Dor Miofascial;AO0199, PN1151
26049;Sintomas;PI0014, PN0217
26068;Sinusite;PN1457
26073;Sinvastatina;PN0883, PN1272
26121;Sistema Estomatognático;PI0243, PI0601, PN0838, PN0937, PN1173
26128;Sistema Imune;PN1181
30104;Sistema Rotatório;PI0037, PI0799, PN0043, PN0352
26150;Sistema Tegumentar;PN0685
26151;Sistema Único de Saúde;AO0056, PO023, PE017, PE021, PI0238, PI0241, PI0394, PI0396, PI0547, PI0550, PI0555, PN0916, PN1215, PN1224, PN1497, PN1808, PN1828
30353;sistemas adesivos;PI0567, PN1659
30180;Sistemas de liberação de fármacos ;PN1762
26188;Sistemas de Liberação de Medicamentos;PN1614
30085;Sistemas Mecanizados;PI0337
30208;Sobremordida;PI0904, PN1334
26245;Sobrepeso;PN0699, PN0715, PN0907
26246;Sobrevida;AO0016, AO0200
26248;Sobrevivência Celular;PI0127, PI0729, PN0035, PN0511, PN0634, PN1077
30087;Social Determinants of Health;PI0704
26270;Socorro de Urgência;PN0362
26275;Software;PN0040, PN1441
26291;Soldagem;AO0208
26292;Soldagem em Odontologia;AO0195, PN0226, PN0509, PN0954, PN1352
26312;Solubilidade;PI0038, PI0166, PI0318, PI0722, PI0865, PN0450, PN0797, PN1074
26313;Solubilidade da Dentina;PI0268
29851;Soluções Irrigadoras;PN1280, PN1285
26333;Solventes;PI0582, PI0794, PN0797
26356;Sondas RNA;PN1191
26377;Sorodiagnóstico da AIDS;PN0928
26381;Soropositividade para HIV;PI0213
26385;Sorriso;PI0274, PI0830, PN0953, PN0995, PN1696
26444;Staphylococcus aureus;PI0797, PI0807, PN0379, PN0393, PN1304, PN1609, PN1615
26475;Streptococcus;PI0047, PI0203, PI0357, PI0809, PN0079, PN0706, PN1661
26481;Streptococcus gordonii;PI0660
26485;Streptococcus mutans;AO0006, AO0085, AO0097, AO0098, PO001, PI0050, PI0108, PI0112, PI0297, PI0350, PI0416, PI0656, PI0657, PI0739, PI0811, PN0069, PN0072, PN0186, PN0407, PN0501, PN0651, PN0739, PN1089, PN1320, PN1606, PN1608, PN1611, PN1622, PN1651, COL004
30219;Subluxação;PI0795, PN1173
30370;Substâncias químicas;PN1588
26576;Substitutos Ósseos;AO0162, AO0166, AO0173, PI0325, PI0566, PN0621, PN1837
26578;Substratos;PN1095
26651;Sucção;PN1038
26652;Sucção de Dedo;PI0446
26716;Sulfato de Cálcio;PI0054, PI0559, PN0462, PN0494
26726;Sulfato Férrico;PN1018
26727;Sulfato Ferroso;PN0070
26791;Supressão Genética;PI0763
26803;Suscetibilidade à Cárie Dentária;PO001, PI0739, PN1815
26809;Suturas;PN1484
26826;Tabaco;PI0546, PI0859, PN0064, PN0131, PN1751, PN1786
26829;Tabagismo;PI0388, PI0530, PI0648, PI0831, PN1185, PN1204, PN1205, PN1477, PN1798
26950;Taxa de Sobrevida;PI0377
26966;Tecido Conjuntivo;AO0132, PN0891, PN1779
30017;Tecido ósseo;AO0152, PN0548, PN0951, PN1840, PN1842
30031;Tecidos Peri-implantares;PN1534
26982;Técnica de Desmineralização Óssea;PN0584
26985;Técnica de Expansão Palatina;AO0011, PI0907, PN0324, PN0656, PN0685, PN0964, PN1002, PN1365, PN1400
26988;Técnica de Fundição Odontológica;PN1050, PN1156
26992;Técnica de Moldagem Odontológica;PI0621, PI0623, PI0627, PN0286, PN0539, PN0842, PN0848
26996;Técnica de Subtração;PN0551
27002;Técnica para Retentor Intra-Radicular;PI0734, PN0200, PN0443, PN0444, PN1086, PN1169
27003;Técnicas;PN1566, PN1867
27007;Técnicas Citológicas;PI0669
27014;Técnicas de Cultura de Células;PI0662, PN0029, PN1448
27023;Técnicas de Diagnóstico Molecular;PN1748
27031;Técnicas de Estimativa;PN1232
27102;Telecomunicações;PI0293
27105;Telefone Celular;HA020, PN0397
27106;Telemedicina;PE012, PE021, PN0922, PN1454
27116;Televisão;AO0049
30285;Temperatura;PI0419, PN1099
27127;Temperatura Ambiente;PN0434
27140;Tempo;PN0403, PN1390
29842;Tensile Strength;PN0278
27166;Tensoativos;PN1301
27197;Terapêutica;PI0058, PN1381, PN1463
27199;Terapia a Laser;PI0189
27200;Terapia a Laser de Baixa Intensidade;FC001, FC011, AO0039, AO0122, AO0153, AO0155, PI0068, PI0275, PI0678, PI0684, PI0804, PI0834, PN0081, PN0543, PN0546, PN0680, PN0972, PN1165, PN1250, PN1449, PN1759, PN1775, PN1792, PN1799
27210;Terapia Comportamental;PO005
27218;Terapia de Reposição Hormonal;PN0016
29839;Terapia Fotodinâmica;PI0032, PI0035, PI0153, PI0761, PN0073, PN0083, PN0097, PN0258, PN0273, PN0327, PN0353, PN0395, PN0518, PN0575, PN0874, PN1012, PN1043, PN1132, PN1247, PN1319, PN1432, PN1485, PN1624, PN1723, PN1797, COL012
29954;Terapia periodontal;AO0032, PI0077, PN0872, PN0885, PN1473, PN1485
27235;Terapia por Acupuntura;AO0054
27238;Terapia por Estimulação Elétrica;PI0134
30339;Terapia por oxigenação hiperbárica;PN0936
27245;Terapia por Ultra-som;PN1777
30001;terceiro molar;PI0149, PI0543, PI0685, PN0008, PN0010, PN0011, PN0326, PN0563, PN0633, PN1031, PN1306
27276;Teriparatida;AO0086
30079;termo de consentimento livre e esclarecido;PI0249
27292;Termogravimetria;PI0712, PI0808, PN1079, PN1626
27320;Teste da Polpa Dentária;PN0336
27336;Teste de Materiais;AO0015, AO0070, PI0114, PI0254, PI0414, PI0647, PN0104, PN0993, PN1847
27361;Testes de Atividade de Cárie Dentária;PO001
27365;Testes de Dureza;PI0130, PI0563, PI0573, PN0121, PN0204, PN0228, PN0430, PN0472, PN1081, PN1115, PN1124, PN1336
30279;testes de materiais;PN0822, PN0846
27394;Testes de Percepção de Cores;PN0800
27401;Testes de Sensibilidade Microbiana;PI0147, PI0206
27406;Testes Diagnósticos de Rotina;PN1014
27410;Testes Imunológicos de Citotoxicidade;PI0152, PN1586
27413;Testes Laboratoriais;FC016, PN0784
27417;Testes Psicológicos;PN1685
27423;Testosterona;AO0126, PI0383, PN1190, PN1487
27590;Timol;PN0739, PN1609
30358;tissue engineering;PN1554
27693;Titânio;HA024, AO0017, AO0150, AO0192, AO0195, AO0208, PI0173, PN0206, PN0207, PN0208, PN0226, PN0299, PN0308, PN0597, PN0639, PN0809, PN1382, PN1537, PN1841
27694;Titanium Metallicum;PN0083
30098;TKs-4;PN1425
27720;Tolerância Imunológica;PI0217
27734;Tomografia;AO0164, PI0179, PI0605, PI0767, PN0013, PN0577, PN0592, PN0646, PN1023
27737;Tomografia Computadorizada de Feixe Cônico;FC003, AO0011, AO0113, AO0114, AO0117, AO0167, PI0033, PI0034, PI0140, PI0177, PI0333, PI0370, PI0467, PI0494, PI0613, PI0784, PN0001, PN0002, PN0011, PN0240, PN0241, PN0246, PN0249, PN0250, PN0257, PN0261, PN0345, PN0375, PN0489, PN0549, PN0552, PN0555, PN0557, PN0563, PN0564, PN0567, PN0569, PN0572, PN0573, PN0581, PN0587, PN0588, PN0656, PN0664, PN0684, PN0696, PN0698, PN0702, PN0709, PN0713, PN0957, PN0964, PN0965, PN1008, PN1148, PN1201, PN1253, PN1338, PN1348, PN1356, PN1404, PN1414, PN1438, PN1446, PN1447, PN1451, PN1456, PN1457, PN1549, PN1550, PN1597, PN1654, PN1660, PN1680, PN1681, PN1726, PN1727, PN1728, PN1736, PN1742, PN1747, PN1749, PN1755, PN1757, PN1760, PN1788
27738;Tomografia Computadorizada de Feixe Cônico Espiral;PN0663, PN1676
27740;Tomografia Computadorizada por Raios X;PI0451, PN0979
27741;Tomografia de Coerência Óptica;PN1039
29992;tooth loss;PI0704, PN1224
30348;toothache;PN1029
27757;Topografia;PN0962, PN1090
27774;Torção Mecânica;PN1363
27785;Torque;AO0134, PI0566, PN0292, PN0302, PN0482, PN0599, PN0776, PN1380, PN1411, PN1524, PN1551, PN1703, PN1849
27806;Toxicidade;PI0635, PN0050, PN1372
27819;Toxina Botulínica Tipo A;PN0068, PN0405, PN0845
27830;Toxinas Botulínicas;PN0829
27864;Tração;AO0193, PN0683, PN0766
27866;Traço Falciforme;PN0901
27900;Transfecção;PI0483
27963;Transmissão Vertical de Doença;PN1242
27965;Transplante;PI0682, PI0853
27966;Transplante Autólogo;PN0294, PN0297, PN1863
27969;Transplante de Células-Tronco;PN0629
27972;Transplante de Células-Tronco Hematopoéticas;PI0082, PI0667, PN1782
27978;Transplante de Fígado;PI0687, PN0721
27979;Transplante de Medula Óssea;PI0068, PN0272
27981;Transplante de Órgãos;PN0585
27985;Transplante de Rim;PN1731
27989;Transplante Heterólogo;PN0297, PN1863
27991;Transplante Homólogo;AO0151, PN0290
27993;Transplante Ósseo;PN0873, PN0889
28039;Transportes;PN1643
28047;Transtorno Autístico;PI0390, PN1489
28052;Transtorno da Falta de Atenção com Hiperatividade;PN1711
28065;Transtorno Depressivo;AO0040
28082;Transtornos da Articulação Temporomandibular;AO0202, PI0012, PI0013, PI0014, PI0015, PI0160, PI0161, PI0313, PI0314, PI0456, PI0614, PI0615, PI0769, PN0217, PN0234, PN0259, PN0623, PN0626, PN0829, PN0832, PN0867, PN0973, PN1152, PN1172, PN1294, PN1374
28175;Transtornos Relacionados ao Uso de Álcool;PI0693, PN0929
30233;TRAP;PI0029
29830;tratamento;AO0109, AO0118, PN0558, PN1163, PN1376, PN1388
28203;Tratamento de Emergência;PN0370
29894;tratamento de superfície;HA024, AO0144, AO0203, PI0115, PI0174, PN0108, PN0129, PN0296, PN0414, PN0433, PN0524, PN0606, PN0615, PN0812, PN0818, PN1133, PN1138, PN1535, PN1852, PN1854, PN1857
30160;Tratamento de Superificie;AO0168, PN0833, PN0853, PN0947
29942;Tratamento Dentário Restaurador sem Trauma ;PN0905
28206;Tratamento do Canal Radicular;AO0064, PI0037, PI0180, PI0183, PI0187, PI0192, PI0337, PI0338, PI0339, PI0340, PI0344, PI0440, PI0485, PI0493, PI0636, PI0641, PI0642, PI0799, PI0800, PN0003, PN0018, PN0021, PN0022, PN0024, PN0025, PN0026, PN0032, PN0034, PN0039, PN0043, PN0045, PN0049, PN0058, PN0065, PN0067, PN0331, PN0332, PN0338, PN0343, PN0361, PN0375, PN0436, PN0477, PN0661, PN0672, PN0672, PN1253, PN1264, PN1267, PN1275, PN1283, PN1288, PN1290, PN1292, PN1556, PN1570, PN1574, PN1575, PN1578, PN1580, PN1587, PN1594, PN1598, PN1601, PN1636, PN1747
30077;Tratamento Restaurador Atraumático;PI0587, PN1637, PN1638
28213;Tratamento Térmico;PI0304, PN0654, PN1266
29911;trauma;PI0007, PN1834
29968;trauma dentário;PI0293, PI0441, PN0040, PN0719, PN1690, PN1711, PN1712
29947;traumatic dental;PI0400
28238;Traumatismos Dentários;AO0008, PO002, PI0089, PI0094, PI0135, PI0138, PI0151, PI0216, PI0239, PI0392, PI0725, PI0749, PI0795, PI0897, PN0041, PN0370, PN0662, PN0724, PN0728, PN0968, PN0977, PN0996, PN1000, PN1010, PN1015, PN1036, PN1226, PN1351, PN1362, PN1490, PN1643, PN1687, PN1692, PN1695, PN1830
28243;Traumatismos do Nervo Facial;PN0629
28252;Traumatismos em Atletas;PN1830
28255;Traumatismos Faciais;AO0160, PI0087, PI0541, PI0611, PN0948
28257;Traumatismos Maxilofaciais;PN0329
30280;traumatismos nos esportes;PN0846, PN1160
28262;Traumatologia;PI0245
28281;Treponema;PN0088, PN0374
28332;Triclosan;HA012, PN0186, PN0435
29981;trimetafosfato de sódio;AO0177
28413;Trismo;PI0315
28533;Tuberculose;PN1459
28629;Tumores Odontogênicos;AO0163, PI0461, PI0679, PN0545, PN0570, PN1417, PN1428, PN1429, PN1738
28686;Ultra-Som;PN1274, PN1600
28688;Ultra-Sonografia;PN0838
30025;ultrassom;FC004, AO0066, PI0495, PN0360, PN0372, PN0554, PN0828, PN0895, PN1276, PN1285, PN1579
28703;Umidade;PI0713, PI0879
28714;Unidade Hospitalar de Odontologia;PI0359, PN0370, PN1806
28720;Unidades de Internação;PI0097
28722;Unidades de Terapia Intensiva;PI0048, PI0162, PI0841, PN1623, PN1629, PN1794, PN1822
28747;United States Public Health Service;PN0773
28751;Universidades;PN1722
28833;Uso de Medicamentos;PE002, PI0289
29846;usuários de drogas;PN0877, PN1515
28851;Utilizações Especializadas de Substâncias Químicas;PI0640
28871;Vaccinium macrocarpon;PI0504
29006;Vanadatos;AO0191
29015;Varfarina;PI0465, PN0313
29050;Vasoconstritores;PI0815
29058;Vasos Sanguíneos;PN0944
30119;Verniz fluoretado;PI0665, PN0167, PN1702
29183;Vértebras Cervicais;PI0302, PN0268, PN1408, PN1644
30139;Via de Sinalização Wnt;AO0140
29269;Vidro;PN0428
30185;Vigilância em Saúde Pública;PO015, PI0391, PN1235, PN1502
29303;Vinho;PI0873
29310;Violência;PI0089, PI0237, PI0845, PN1022, PN1395, PN1509, PN1802, PN1811
29311;Violência contra a Mulher;PI0397, PN1434
29312;Violência Doméstica;PI0286, PI0541
29334;Virulência;PN1281
29504;Virus Linfotrópico de Células T Humanas Tipo 1;PN1415
29546;Visita Domiciliar;PE009, PN1494
29555;Vitamina B 12;PN0619
29557;Vitamina D;PI0178, PN0086, PN0598
29564;Vitaminas;PN1314
29626;Vulnerabilidade;PN1834
29627;Vulnerabilidade em Saúde;PE015
29628;Vulnerabilidade Social;PI0248, PI0283
29693;Xerostomia;AO0048, PI0252, PN0401, PN1729
30282;Ximenia;PI0210
29741;Zigoma;AO0164, PN0591, PN0596
30260;Zimografia in situ;HA010
30157;zirconia;AO0182, AO0189, AO0192, AO0193, AO0196, PI0262, PI0871, PN0140, PN0414, PN0490, PN0523, PN0524, PN0541, PN0600, PN0734, PN0746, PN0766, PN0779, PN0785, PN0815, PN0818, PN0833, PN0856, PN1085, PN1135, PN1138, PN1528, PN1847
29769;Zircônio;PI0181, PI0719, PI0776, PN0289, PN1145, PN1150
29781;Zona de Risco;PN1253
29817;Zumbido;PN0528
